idx	fname	ts	time_total	time_talk	ftime_talk	time_silence	ftime_silence	time_overlap4	ftime_overlap4	time_overlap3	ftime_overlap3	time_overlap2	ftime_overlap2	time_overlap	ftime_overlap	time_average	n_units	n_units_nb	n_statements	f_statements	n_continuations	f_continuations	n_interruptions	f_interruptions	n_backchannels	f_backchannels	tt_equality	tt_equality_units	tt_freedom	tt_freedom_statement	tt_freedom_interruption	tt_freedom_backchannel	uftime1	uftime2	uftime3	ufunits1	ufunits2	ufunits3	f_aba	aba_mean_excess	aba_mean_time	nonaba_mean_time	aba_mean_time_lr	aba_entropy	nonaba_entropy	aba_entropy_lr	aba_f_interruption_lr	nonaba_f_interruption	f_abcd	abcd_mean_excess	abcd_mean_time	nonabcd_mean_time	abcd_mean_time_lr	abcd_entropy	abcd_entropy_lr	abcd_f_interruption	nonabcd_f_interruption	abcd_f_interruption_lr	f_m43	m43_mean_excess	m43_mean_time	nonm43_mean_time	m43_mean_time_lr	m43_entropy	m43_entropy_lr	m43_f_interruption	nonm43_f_interruption	m43_f_interruption_lr
1	25.11.2022_11.11.csv	2022-11-25 11:11:00	1379.0	1040.0	0.7541696881798404	339.0	0.24583031182015955	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.25	64	64	54	0.84375	10	0.15625	0	0.0	0	0.0	0.782759688187511	0.7745569016007228	0.8859958717923948	0.6143636846843159			0.37403846153846154	0.3682692307692308	0.25769230769230766	0.40625	0.359375	0.234375	0.4807692307692308	1.5	39.0	81.4074074074074	-0.7359046228295912	0.700747820928705	0.7759311477453653	-0.1019157087016593	0.01818181818181818	0.01818181818181818	0.0			81.07843137254902					0.01818181818181818		0.7058823529411765	6.2	109.39393939393939	31.2	1.2545373950450096	0.7375513596972494	0.07063834127506669	0.01818181818181818	0.01818181818181818	0.0
